explorer,model,seed,mean_1st_dim,var_1st_dim,time,n_logprob,n_steps,acceptance_prob,energy_jump_dist,miness,minKSess,geyerESS
NUTS,funnel100,3,-1.1285427935434305,16.92366008265395,81.476666874,131068,1207172,0.6931872749773325,7.098684057572034,102.15682495899009,2.7829729440235904,19.452436758432615
NUTS,funnel100,4,-0.10370377349189254,9.457741226236058,83.226678288,131068,1433543,0.86385762104052,8.451338970432943,421.3627202910946,3.7870476160161655,421.832137470298
NUTS,funnel100,5,-0.08216128104616074,8.924710243445107,94.677518001,131068,1229477,0.7218930742543103,7.713532429574083,399.61600472062935,3.7664210333622132,399.61600472062923
NUTS,funnel100,6,0.051838279368616645,8.059776226139498,83.103449832,131068,1209266,0.7396638722208421,7.941045441911912,470.5945924865921,3.6816035468792934,470.5945924865922
NUTS,funnel100,7,0.09282453117025016,8.43546319964343,91.652947873,131068,1357979,0.8680413452155302,8.54069147537506,549.8598837942124,3.507385426792727,549.8598837942127
NUTS,funnel100,8,-0.23207073278000387,8.91598268900562,67.33831808400001,131068,1125383,0.6435760880948771,7.324348660035812,295.7820336002011,3.710056903956338,295.31544163531413
NUTS,funnel100,9,-0.1871688595093647,9.007889653383154,110.557234503,131068,1335395,0.8426067811472016,8.354349244081114,445.5024345486437,3.764367648620015,445.5024345486435
NUTS,funnel100,10,-0.31829356103344997,8.821656743085963,85.987739875,131068,1299649,0.8816464112734741,8.3829479305891,431.7927629262038,3.789637847202053,433.5256858671013
adaptive RWMH,kilpisjarvi,1,2.5671939238413333,2.4720582708360868e-6,2.932046458,131068,0,3.051850947599719e-5,0.00015176600468925046,45.469784881496345,0.754693829460248,6.044512768276724
adaptive RWMH,kilpisjarvi,2,1.3080809790594885,4.930531125500144e-32,0.985528293,131068,0,0.0,0.0,NaN,0.754693829460248,NaN
adaptive RWMH,kilpisjarvi,3,4.320694799431076,0.6443178820795399,0.809056751,131068,0,0.00012207403790398877,0.0007365253000032906,42.94962256111643,0.754693829460248,1.5694642135804309
adaptive RWMH,kilpisjarvi,4,8.773794551410441,0.0008197134501898688,1.0076006259999999,131068,0,3.051850947599719e-5,0.00012651033685727025,37.43742387165877,0.754693829460248,2.9228657190669853
adaptive RWMH,kilpisjarvi,5,0.8170888706624876,0.012088684294906105,0.724116041,131068,0,3.051850947599719e-5,0.0002774763890761187,48.20460143593982,0.754693829460248,10.64158919641248
adaptive RWMH,kilpisjarvi,6,2.5244898691226285,0.14004432891079005,1.009659916,131068,0,3.051850947599719e-5,0.00038811197094724357,45.53205857042256,0.754693829460248,3.9315539083105064
adaptive RWMH,kilpisjarvi,7,-4.656113524005106,1.2303868863750813,0.782620334,131068,0,3.051850947599719e-5,0.0008907674159686131,58.53044166752769,0.754693829460248,1.2506196186739473
adaptive RWMH,kilpisjarvi,8,10.380698312397104,0.00011626515870228643,1.030364875,131068,0,3.051850947599719e-5,0.000199850496652251,35.7046250788308,0.754693829460248,2.0044109512845405
adaptive RWMH,kilpisjarvi,9,-5.808120392310689,0.001014450189197454,0.771742916,131068,0,6.103701895199438e-5,0.00026062188917245447,61.15597334349444,0.754693829460248,1.868649590903939
adaptive RWMH,kilpisjarvi,10,0.1360869598145207,0.07840196104277025,1.072675667,131068,0,6.103701895199438e-5,0.00037508829706977263,49.33453841813305,0.754693829460248,1.4578839177186236
adaptive MALA,kilpisjarvi,1,0.15409675458624686,7.247088369620176e-7,3.47303371,131068,65534,3.0517578125e-5,Inf,49.30537025507172,1.6980611162855577,32768.000244140625
adaptive MALA,kilpisjarvi,2,0.04532062857424077,6.268569164534114e-8,2.785553752,131068,65534,3.0517578125e-5,Inf,49.48957242055695,1.6982165890992795,32768.000244140625
adaptive MALA,kilpisjarvi,3,0.1253150934220183,9.585760787496306e-7,2.729782251,131068,65534,3.0517578125e-5,NaN,49.35400911525578,1.698372083266386,13107.840050782299
adaptive MALA,kilpisjarvi,4,-0.1333306015728576,3.2557704373654804e-6,2.735989211,131068,65534,3.0517578125e-5,NaN,49.79434917514437,1.6980611162855577,3223.5980314937565
adaptive MALA,kilpisjarvi,5,-0.06347385759270696,1.2296070908706426e-7,2.816891541,131068,65534,3.0517578125e-5,Inf,49.674840124817734,1.6980611162855577,32768.000244140625
adaptive MALA,kilpisjarvi,6,-0.062092512629347896,3.5302284036006206e-7,2.807873334,131068,65534,3.0517578125e-5,NaN,49.67248129443169,1.6980611162855577,7562.4142265199
